"crime_year","council_district","highest_offense_description","clearance_status","total_crimes"
"2019",9,"CRIMINAL SOLICITATION OF MINOR","Cleared","1"
"2019",9,"CRIMINAL TRESPASS","Cleared","380"
"2019",9,"CRIMINAL TRESPASS","Uncleared","62"
"2019",9,"CRIMINAL TRESPASS/HOTEL","Cleared","24"
"2019",9,"CRIMINAL TRESPASS/HOTEL","Uncleared","1"
"2019",9,"CRIMINAL TRESPASS/IN VEHICLE","Cleared","11"
"2019",9,"CRIMINAL TRESPASS/IN VEHICLE","Uncleared","1"
"2019",9,"CRIMINAL TRESPASS/TRANSIENT","Cleared","91"
"2019",9,"CRIMINAL TRESPASS/TRANSIENT","Uncleared","13"
"2019",9,"CRUELTY TO ANIMALS","Cleared","21"
"2019",9,"CUSTODY ARREST TRAFFIC WARR","Cleared","42"
"2019",9,"CUSTODY ARREST TRAFFIC WARR","Uncleared","14"
"2019",9,"DAMAGE CITY PROP","Cleared","42"
"2019",9,"DAMAGE CITY PROP","Uncleared","3"
"2019",9,"DAMAGE CITY VEHICLE","Cleared","28"
"2019",9,"DAMAGE CITY VEHICLE","Uncleared","4"
"2019",9,"DATING DISTURBANCE","Cleared","101"
"2019",9,"DATING DISTURBANCE","Uncleared","71"
"2019",9,"DEADLY CONDUCT","Cleared","18"
"2019",9,"DEBIT CARD ABUSE","Cleared","95"
"2019",9,"DEL CONTROLLED SUB/NARCOTIC","Cleared","31"
"2019",9,"DEL CONTROLLED SUB/NARCOTIC","Uncleared","1"
"2019",9,"DEL CONTROLLED SUB/SYN NARC","Cleared","3"
"2019",9,"DEL CONTROLLED SUB/SYN NARC","Uncleared","1"
"2019",9,"DEL MARIJUANA","Cleared","1"
"2019",9,"DEL SYNTHETIC MARIJUANA","Cleared","2"
"2019",9,"DEL SYNTHETIC MARIJUANA","Uncleared","1"
"2019",9,"DISCLOSE/PROMO INTIMATE VISUAL","Cleared","7"
"2019",9,"DISRUPTING MEETING/PROCESSION","Cleared","1"
"2019",9,"DISTRIB HARMFUL MATERIAL MINOR","Cleared","1"
"2019",9,"DISTURBANCE - OTHER","Cleared","276"
"2019",9,"DISTURBANCE - OTHER","Uncleared","176"
"2019",9,"DOC ABUSE OR THREAT","Cleared","5"
"2019",9,"DOC ABUSIVE LANGUAGE","Cleared","6"
"2019",9,"DOC ABUSIVE LANGUAGE","Uncleared","1"
"2019",9,"DOC DISCHARGE GUN - PUB PLACE","Cleared","8"
"2019",9,"DOC DISCHARGE GUN - PUB ROAD","Cleared","1"
"2019",9,"DOC DISCHARGE GUN - PUB ROAD","Uncleared","1"
"2019",9,"DOC DISPLAY GUN/DEADLY PUB PLC","Cleared","5"
"2019",9,"DOC DISPLAY GUN/DEADLY PUB PLC","Uncleared","1"
"2019",9,"DOC EXPOSURE","Cleared","36"
"2019",9,"DOC EXPOSURE","Uncleared","3"
"2019",9,"DOC FIGHTING","Cleared","108"
"2019",9,"DOC FIGHTING","Uncleared","3"
"2019",9,"DOC OFFENSIVE GESTURE","Cleared","5"
"2019",9,"DOC UNREASONABLE NOISE","Cleared","4"
"2019",9,"DOC UNREASONABLE NOISE","Uncleared","2"
"2019",9,"DRIVING WHILE INTOX / FELONY","Cleared","33"
"2019",9,"DRIVING WHILE INTOX / FELONY","Uncleared","5"
"2019",9,"DUI - AGE 17 TO 20","Cleared","6"
"2019",9,"DWI","Cleared","552"
"2019",9,"DWI","Uncleared","39"
"2019",9,"DWI - CHILD PASSENGER","Cleared","6"
"2019",9,"DWI - CHILD PASSENGER","Uncleared","1"
"2019",9,"DWI - DRUG RECOGNITION EXPERT","Cleared","32"
"2019",9,"DWI - DRUG RECOGNITION EXPERT","Uncleared","2"
"2019",9,"DWI  .15 BAC OR ABOVE","Cleared","63"
"2019",9,"DWI  .15 BAC OR ABOVE","Uncleared","7"
"2019",9,"DWI 2ND","Cleared","94"
"2019",9,"DWI 2ND","Uncleared","5"
"2019",9,"ENGAGING IN ORGANIZED CRIME","Cleared","1"
"2019",9,"EVADING / FOOT","Cleared","44"
"2019",9,"EVADING / FOOT","Uncleared","5"
"2019",9,"EVADING / VEHICLE PURSUIT","Cleared","6"
"2019",9,"EVADING VEHICLE","Cleared","39"
"2019",9,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","7"
"2019",9,"EXPLOSIVE ORDNANCE DISPOSAL","Uncleared","3"
"2019",9,"FAIL TO REGISTER- MINOR VIC","Cleared","8"
"2019",9,"FAIL TO REGISTER - ADULT VIC","Cleared","2"
"2019",9,"FAILURE TO IDENTIFY","Cleared","44"
"2019",9,"FAILURE TO IDENTIFY","Uncleared","8"
"2019",9,"FAILURE TO REG AS SEX OFFENDER","Cleared","41"
"2019",9,"FALSE ALARM OR REPORT","Cleared","5"
"2019",9,"FALSE ALARM OR REPORT","Uncleared","3"
"2019",9,"FALSE REPORT TO PEACE OFFICER","Cleared","6"
"2019",9,"FALSE STATEMENT -OBTAIN CREDIT","Cleared","4"
"2019",9,"FAMILY DISTURBANCE","Cleared","332"
"2019",9,"FAMILY DISTURBANCE","Uncleared","221"
"2019",9,"FAMILY DISTURBANCE/PARENTAL","Cleared","13"
"2019",9,"FAMILY DISTURBANCE/PARENTAL","Uncleared","5"
"2019",9,"FELONY ENHANCEMENT/ASSLT W/INJ","Cleared","15"
"2019",9,"FORCED SODOMY","Cleared","13"
"2019",9,"FORCED SODOMY OF CHILD","Cleared","2"
"2019",9,"FORGERY - OTHER","Cleared","13"
"2019",9,"FORGERY AND PASSING","Cleared","79"
"2019",9,"FORGERY BY ALTERATION","Cleared","2"
"2019",9,"FORGERY BY MAKING","Cleared","5"
"2019",9,"FORGERY BY MAKING","Uncleared","1"
"2019",9,"FRAUD-CARD SKIMMER","Cleared","8"
"2019",9,"FRAUD - OTHER","Cleared","181"
"2019",9,"FRAUD - OTHER","Uncleared","6"
"2019",9,"GAMBLING","Cleared","1"
"2019",9,"GRAFFITI","Cleared","65"
"2019",9,"GRAFFITI","Uncleared","3"
"2019",9,"HARASSMENT","Cleared","309"
"2019",9,"HARASSMENT","Uncleared","5"
"2019",9,"HARASSMENT OF A PUBLIC SERVANT","Cleared","20"
"2019",9,"HARBORING RUNAWAY CHILD","Cleared","1"
"2019",9,"IDENTITY THEFT","Cleared","132"
"2019",9,"IMPERSONATING PUBLIC SERVANT","Cleared","1"
"2019",9,"IMPERSONATING PUBLIC SERVANT","Uncleared","2"
"2019",9,"INCEST-PROHIBITED SEX CONDUCT","Cleared","1"
"2019",9,"INDECENCY WITH A CHILD/CONTACT","Cleared","7"
"2019",9,"INDECENT ASSAULT","Cleared","9"
"2019",9,"INDECENT EXPOSURE","Cleared","58"
"2019",9,"INHALANT ABUSE","Cleared","1"
"2019",9,"INHALANT ABUSE","Uncleared","1"
"2019",9,"INJ TO ELDERLY   FAM/DATE VIOL","Cleared","4"
"2019",9,"INJ TO ELDERLY   FAM/DATE VIOL","Uncleared","1"
"2019",9,"INJ/CHILD FV (NO CARE/CUSTODY)","Cleared","1"
"2019",9,"INJURY DISABLED INDIVIDUAL","Cleared","6"
"2019",9,"INJURY DISABLED INDIVIDUAL","Uncleared","1"
"2019",9,"INJURY TO CHILD","Cleared","6"
"2019",9,"INJURY TO CHILD (CARE/CUSTODY)","Cleared","1"
"2019",9,"INJURY TO ELDERLY PERSON","Cleared","10"
"2019",9,"INTER EMERG PHONECALL FAM/DATE","Cleared","2"
"2019",9,"INTERFERE W PO SERVICE ANIMALS","Cleared","6"
"2019",9,"INTERFERE W PO SERVICE ANIMALS","Uncleared","3"
"2019",9,"INTERFERENCE PUBLIC DUTIES","Cleared","5"
"2019",9,"INTERFERENCE PUBLIC DUTIES","Uncleared","2"
"2019",9,"INVASIVE VISUAL RECORDING","Cleared","13"
"2019",9,"KIDNAPPING","Cleared","2"
"2019",9,"LIQUOR LAW VIOLATION/OTHER","Cleared","7"
"2019",9,"LIQUOR LAW VIOLATION/OTHER","Uncleared","6"
"2019",9,"LITTERING","Cleared","7"
"2019",9,"MAIL THEFT","Cleared","21"
"2019",9,"MANF CONTROLLED SUB- SYN NARC","Cleared","1"
"2019",9,"MANSLAUGHTER","Cleared","1"
"2019",9,"MISAPPLY FIDUCIARY PROP","Cleared","2"
"2019",9,"MISREP AGE BY MINOR","Cleared","8"
"2019",9,"MISREP AGE BY MINOR","Uncleared","5"
"2019",9,"MISUSE OF OFFICIAL INFO","Uncleared","1"
"2019",9,"MONEY LAUNDERING","Cleared","1"
"2019",9,"MURDER","Cleared","3"
"2019",9,"NUISANCE ABATEMENT","Cleared","2"
"2019",9,"OBSCENE DISPLAY - DISTRIBUTION","Cleared","1"
"2019",9,"OBSCENE DISPLAY - DISTRIBUTION","Uncleared","1"
"2019",9,"OBTAIN CONTROLLED SUB BY FRAUD","Uncleared","8"
"2019",9,"OBTAIN DANG DRUG BY FRAUD","Uncleared","1"
"2019",9,"ONLINE IMPERSONATION","Cleared","9"
"2019",9,"ONLINE SOLICITATION OF A MINOR","Cleared","2"
"2019",9,"PAROLE VIOL","Cleared","2"
"2019",9,"PERJURY","Cleared","1"
"2019",9,"PERJURY","Uncleared","2"
"2019",9,"POCKET PICKING","Cleared","19"
"2019",9,"POSS CONTROLLED SUB/NARCOTIC","Cleared","264"
"2019",9,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","7"
"2019",9,"POSS CONTROLLED SUB/OTHER","Cleared","16"
"2019",9,"POSS CONTROLLED SUB/SYN NARC","Cleared","23"
"2019",9,"POSS CONTROLLED SUB/SYN NARC","Uncleared","3"
"2019",9,"POSS CRIMINAL INSTRUMENT","Cleared","4"
"2019",9,"POSS DANG DRUG","Cleared","1"
"2019",9,"POSS DANG DRUG","Uncleared","1"
"2019",9,"POSS OF ALCOHOL-AGE 16 & UNDER","Cleared","1"
"2019",9,"POSS OF ALCOHOL-AGE 16 & UNDER","Uncleared","3"
"2019",9,"POSS OF ALCOHOL - AGE 17 TO 20","Cleared","2"
"2019",9,"POSS OF ALCOHOL - AGE 17 TO 20","Uncleared","1"
"2019",9,"POSS OF DRUG PARAPHERNALIA","Cleared","253"
"2019",9,"POSS OF DRUG PARAPHERNALIA","Uncleared","32"
"2019",9,"POSS OF FIREARM BY FELON","Cleared","14"
"2019",9,"POSS OF PROHIBITED WEAPON","Cleared","3"
"2019",9,"POSS SYNTHETIC MARIJUANA","Cleared","35"
"2019",9,"POSS/PROMO CHILD PORNOGRAPHY","Cleared","2"
"2019",9,"POSSESSION OF MARIJUANA","Cleared","151"
"2019",9,"POSSESSION OF MARIJUANA","Uncleared","14"
"2019",9,"PROBATION VIOL","Cleared","2"
"2019",9,"PROSTITUTION","Cleared","9"
"2019",9,"PROSTITUTION","Uncleared","2"
"2019",9,"PROTECTIVE ORDER","Cleared","11"
"2019",9,"PROWLER","Cleared","1"
"2019",9,"PUBLIC INTOXICATION","Cleared","361"
"2019",9,"PUBLIC INTOXICATION","Uncleared","82"
"2019",9,"PUBLIC LEWDNESS","Cleared","6"
"2019",9,"PURSE SNATCHING","Cleared","1"
"2019",9,"RAPE","Cleared","45"
"2019",9,"RAPE OF A CHILD","Cleared","2"
"2019",9,"RECKLESS CONDUCT","Uncleared","1"
"2019",9,"RECKLESS DAMAGE","Cleared","16"
"2019",9,"RENTAL CAR/FAIL TO RETURN","Cleared","1"
"2019",9,"RESISTING ARREST OR SEARCH","Cleared","37"
"2019",9,"RESISTING ARREST OR SEARCH","Uncleared","7"
"2019",9,"RETALIATION","Cleared","8"
"2019",9,"ROBBERY BY ASSAULT","Cleared","83"
"2019",9,"ROBBERY BY THREAT","Cleared","26"
"2019",9,"ROBBERY BY THREAT","Uncleared","1"
"2019",9,"SECURING EXEC-DOC BY DECEPTION","Cleared","2"
"2019",9,"SEXTING DEPICTING A MINOR","Cleared","2"
"2019",9,"SEXUAL ASSAULT OF CHILD/OBJECT","Cleared","2"
"2019",9,"SEXUAL ASSAULT W/ OBJECT","Cleared","18"
"2019",9,"SIT AND LIE ORDINANCE VIOL","Cleared","5"
"2019",9,"SMUGGLING ILLEGAL ALIEN","Uncleared","1"
"2019",9,"SOLICITATION - BEGGING","Cleared","1"
"2019",9,"STALKING","Cleared","6"
"2019",9,"STATUTORY RAPE OF CHILD","Cleared","1"
"2019",9,"TAKE WEAPON FROM POLICE OFFICER","Cleared","3"
"2019",9,"TAMPERING WITH CONSUMER PROD","Cleared","4"
"2019",9,"TAMPERING WITH EVIDENCE","Cleared","5"
"2019",9,"TAMPERING WITH GOV RECORD","Cleared","2"
"2019",9,"TERRORISTIC THREAT","Cleared","114"
"2019",9,"TERRORISTIC THREAT-FAM/DAT VIO","Cleared","7"
"2019",9,"TERRORISTIC THREAT-MASS CASLTY","Uncleared","2"
"2019",9,"THEFT","Cleared","1884"
"2019",9,"THEFT","Uncleared","28"
"2019",9,"THEFT- APPROPRIATE STOLEN PROP","Cleared","3"
"2019",9,"THEFT BY EMBEZZLEMENT","Uncleared","1"
"2019",9,"THEFT BY EXTORTION","Cleared","2"
"2019",9,"THEFT BY FALSE PRETEXT/BUNCO","Cleared","1"
"2019",9,"THEFT BY PUBLIC SERVANT","Cleared","1"
"2019",9,"THEFT BY SHOPLIFTING","Cleared","374"
"2019",9,"THEFT BY SHOPLIFTING","Uncleared","3"
"2019",9,"THEFT CATALYTIC CONVERTER","Cleared","1"
"2019",9,"THEFT FROM AUTO","Cleared","51"
"2019",9,"THEFT FROM BUILDING","Cleared","85"
"2019",9,"THEFT FROM BUILDING","Uncleared","3"
"2019",9,"THEFT FROM PERSON","Cleared","317"
"2019",9,"THEFT FROM PERSON","Uncleared","11"
"2019",9,"THEFT OF AUTO PARTS","Cleared","21"
"2019",9,"THEFT OF BICYCLE","Cleared","621"
"2019",9,"THEFT OF BICYCLE","Uncleared","16"
"2019",9,"THEFT OF HEAVY EQUIPMENT","Cleared","2"
"2019",9,"THEFT OF LICENSE PLATE","Cleared","63"
"2019",9,"THEFT OF LICENSE PLATE","Uncleared","3"
"2019",9,"THEFT OF METAL","Cleared","4"
"2019",9,"THEFT OF SERVICE","Cleared","116"
"2019",9,"THEFT OF SERVICE","Uncleared","1"
"2019",9,"THEFT OF TRAILER","Cleared","12"
"2019",9,"UCW LICENSE PREMISE","Cleared","1"
"2019",9,"UNLAWFUL CARRYING WEAPON","Cleared","48"
"2019",9,"UNLAWFUL CARRYING WEAPON","Uncleared","1"
"2019",9,"UNLAWFUL RESTRAINT","Cleared","2"
"2019",9,"UNLAWFUL RESTRAINT FAM/DAT VIO","Cleared","1"
"2019",9,"URINATING IN PUBLIC PLACE","Cleared","8"
"2019",9,"URINATING IN PUBLIC PLACE","Uncleared","1"
"2019",9,"VIOL CITY ORDINANCE - AIRPORT","Uncleared","1"
"2019",9,"VIOL CITY ORDINANCE - BOOTING","Cleared","7"
"2019",9,"VIOL CITY ORDINANCE - DOG","Cleared","1"
"2019",9,"VIOL CITY ORDINANCE - OTHER","Cleared","34"
"2019",9,"VIOL CITY ORDINANCE - OTHER","Uncleared","43"
"2019",9,"VIOL CITY ORDINANCE - SMOKING","Cleared","1"
"2019",9,"VIOL CITY ORDINANCE - SOUND","Uncleared","1"
"2019",9,"VIOL CITY ORDINANCE - WRECKER","Cleared","45"
"2019",9,"VIOL CITY ORDINANCE - WRECKER","Uncleared","1"
"2019",9,"VIOL CITY ORDINANCE -FIREWORK","Cleared","1"
"2019",9,"VIOL OF AGGRESSIVE CONFRONT","Cleared","1"
"2019",9,"VIOL OF AGGRESSIVE CONFRONT","Uncleared","3"
"2019",9,"VIOL OF BOND CONDITIONS","Cleared","2"
"2019",9,"VIOL OF CAMPING ORDINANCE","Cleared","3"
"2019",9,"VIOL OF CAMPING ORDINANCE","Uncleared","2"
"2019",9,"VIOL OF EMERG PROTECTIVE ORDER","Cleared","26"
"2019",9,"VIOL OF OBSTRUCTION ORDINANCE","Cleared","2"
"2019",9,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Cleared","40"
"2019",9,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Uncleared","1"
"2019",9,"VIOL STATE LAW - OTHER","Cleared","16"
"2019",9,"VIOL STATE LAW - OTHER","Uncleared","7"
"2019",9,"VIOL TEMP EX PARTE  ORDER","Cleared","1"
"2019",9,"VOCO - ALCOHOL  CONSUMPTION","Cleared","1"
"2019",9,"VOCO SOLICITATION PROHIBIT","Cleared","1"
"2019",9,"WARRANT ARREST NON TRAFFIC","Cleared","165"
"2019",9,"WARRANT ARREST NON TRAFFIC","Uncleared","52"
"2019",9,"WEAPON VIOL - OTHER","Cleared","1"
"2019",10,"ABUSE OF 911","Cleared","3"
"2019",10,"AGG ASLT STRANGLE/SUFFOCATE","Cleared","28"
"2019",10,"AGG ASLT W/MOTOR VEH FAM/DAT V","Cleared","1"
"2019",10,"AGG ASSAULT","Cleared","16"
"2019",10,"AGG ASSAULT FAM/DATE VIOLENCE","Cleared","11"
"2019",10,"AGG ASSAULT WITH MOTOR VEH","Cleared","2"
"2019",10,"AGG RAPE OF A CHILD","Cleared","1"
"2019",10,"AGG ROBBERY BY ASSAULT","Cleared","1"
"2019",10,"AGG ROBBERY/DEADLY WEAPON","Cleared","8"
"2019",10,"AGG SEXUAL ASSAULT CHILD/OBJEC","Cleared","1"
"2019",10,"ARSON","Cleared","1"
"2019",10,"ASSAULT  CONTACT-SEXUAL NATURE","Cleared","9"
"2019",10,"ASSAULT BY CONTACT","Cleared","31"
"2019",10,"ASSAULT BY CONTACT","Uncleared","4"
"2019",10,"ASSAULT BY CONTACT FAM/DATING","Cleared","29"
"2019",10,"ASSAULT BY THREAT","Cleared","30"
"2019",10,"ASSAULT BY THREAT","Uncleared","4"
"2019",10,"ASSAULT BY THREAT FAM/DATING","Cleared","5"
"2019",10,"ASSAULT OF PREGNANT WM-FAM/DAT","Cleared","1"
"2019",10,"ASSAULT ON PEACE OFFICER","Cleared","3"
"2019",10,"ASSAULT ON PEACE OFFICER","Uncleared","1"
"2019",10,"ASSAULT ON PUBLIC SERVANT","Cleared","5"
"2019",10,"ASSAULT W/INJURY-FAM/DATE VIOL","Cleared","125"
"2019",10,"ASSAULT WITH INJURY","Cleared","53"
"2019",10,"ASSAULT WITH INJURY","Uncleared","3"
"2019",10,"AUTO THEFT","Cleared","117"
"2019",10,"AUTO THEFT","Uncleared","4"
"2019",10,"BOATING WHILE INTOXICATED","Cleared","1"
"2019",10,"BOMB THREAT","Cleared","1"
"2019",10,"BREACH OF COMPUTER SECURITY","Cleared","11"
"2019",10,"BURG OF RES - FAM/DATING ASLT","Cleared","1"
"2019",10,"BURGLARY NON RESIDENCE","Cleared","100"
"2019",10,"BURGLARY NON RESIDENCE","Uncleared","4"
"2019",10,"BURGLARY OF COIN-OP MACHINE","Cleared","3"
"2019",10,"BURGLARY OF RESIDENCE","Cleared","103"
"2019",10,"BURGLARY OF RESIDENCE","Uncleared","1"
"2019",10,"BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","Cleared","12"
"2019",10,"BURGLARY OF VEHICLE","Cleared","936"
"2019",10,"BURGLARY OF VEHICLE","Uncleared","49"
"2019",10,"CAPITAL MURDER","Cleared","1"
"2019",10,"CHILD CUSTODY INTERFERE","Cleared","27"
"2019",10,"CHILD CUSTODY INTERFERE","Uncleared","2"
"2019",10,"CHILD ENDANGERMENT- ABANDONMEN","Cleared","3"
"2019",10,"CIVIL DISTURBANCE/DEMO","Cleared","1"
"2019",10,"CIVIL DISTURBANCE/DEMO","Uncleared","2"
"2019",10,"COERCION OF PUBLIC SERVANT","Cleared","1"
"2019",10,"COUNTERFEITING","Cleared","1"
"2019",10,"CRASH/FAIL STOP AND RENDER AID","Cleared","39"
"2019",10,"CRASH/INTOXICATION ASSAULT","Uncleared","1"
"2019",10,"CRED CARD ABUSE - OTHER","Cleared","63"
"2019",10,"CRED CARD ABUSE BY FORGERY","Cleared","4"
"2019",10,"CRIMES AGAINST ELDERLY","Cleared","1"
"2019",10,"CRIMINAL MISCHIEF","Cleared","236"
"2019",10,"CRIMINAL MISCHIEF","Uncleared","26"
"2019",10,"CRIMINAL TRESPASS","Cleared","35"
"2019",10,"CRIMINAL TRESPASS","Uncleared","10"
"2019",10,"CRIMINAL TRESPASS/HOTEL","Cleared","4"
"2019",10,"CRIMINAL TRESPASS/IN VEHICLE","Cleared","1"
"2019",10,"CRIMINAL TRESPASS/TRANSIENT","Cleared","3"
"2019",10,"CRIMINAL TRESPASS/TRANSIENT","Uncleared","1"
"2019",10,"CRUELTY TO ANIMALS","Cleared","9"
"2019",10,"CUSTODY ARREST TRAFFIC WARR","Cleared","10"
"2019",10,"CUSTODY ARREST TRAFFIC WARR","Uncleared","2"
"2019",10,"DAMAGE CITY PROP","Cleared","6"
"2019",10,"DAMAGE CITY VEHICLE","Cleared","6"
"2019",10,"DATING DISTURBANCE","Cleared","38"
"2019",10,"DATING DISTURBANCE","Uncleared","17"
"2019",10,"DEADLY CONDUCT","Cleared","7"
"2019",10,"DEBIT CARD ABUSE","Cleared","47"
"2019",10,"DEL CONTROLLED SUB/NARCOTIC","Cleared","6"
"2019",10,"DEL MARIJUANA","Cleared","1"
"2019",10,"DISCLOSE/PROMO INTIMATE VISUAL","Cleared","4"
"2019",10,"DISRUPTIVE ACTS AT SCHOOLS","Cleared","1"
"2019",10,"DISTRIB HARMFUL MATERIAL MINOR","Cleared","1"
"2019",10,"DISTURBANCE - OTHER","Cleared","72"
"2019",10,"DISTURBANCE - OTHER","Uncleared","45"
"2019",10,"DOC ABUSIVE LANGUAGE","Cleared","1"
"2019",10,"DOC ABUSIVE LANGUAGE","Uncleared","1"
"2019",10,"DOC DISCHARGE GUN - PUB PLACE","Cleared","2"
"2019",10,"DOC DISCHARGE GUN - PUB ROAD","Cleared","1"
"2019",10,"DOC DISPLAY GUN/DEADLY PUB PLC","Cleared","1"
"2019",10,"DOC DISPLAY GUN/DEADLY PUB PLC","Uncleared","1"
"2019",10,"DOC EXPOSURE","Cleared","2"
"2019",10,"DOC FIGHTING","Cleared","3"
"2019",10,"DOC FIGHTING","Uncleared","1"
"2019",10,"DOC OFFENSIVE GESTURE","Cleared","3"
"2019",10,"DOC UNREASONABLE NOISE","Uncleared","1"
"2019",10,"DRIVING WHILE INTOX / FELONY","Cleared","15"
"2019",10,"DRIVING WHILE INTOX / FELONY","Uncleared","2"
"2019",10,"DUI - AGE 17 TO 20","Cleared","2"
"2019",10,"DWI","Cleared","141"
"2019",10,"DWI","Uncleared","13"
"2019",10,"DWI - DRUG RECOGNITION EXPERT","Cleared","9"
"2019",10,"DWI  .15 BAC OR ABOVE","Cleared","16"
"2019",10,"DWI  .15 BAC OR ABOVE","Uncleared","1"
"2019",10,"DWI 2ND","Cleared","28"
"2019",10,"DWI 2ND","Uncleared","4"
"2019",10,"ENGAGING IN ORGANIZED CRIME","Cleared","1"
"2019",10,"EVADING / FOOT","Cleared","2"
"2019",10,"EVADING / VEHICLE PURSUIT","Cleared","2"
"2019",10,"EVADING VEHICLE","Cleared","1"
"2019",10,"EVADING VEHICLE","Uncleared","1"
"2019",10,"EXPLOITATION OF CHILD/ELDERLY","Cleared","2"
"2019",10,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","5"
"2019",10,"FAILURE TO IDENTIFY","Cleared","2"
"2019",10,"FAILURE TO IDENTIFY","Uncleared","2"
"2019",10,"FAILURE TO REG AS SEX OFFENDER","Cleared","1"
"2019",10,"FALSE ALARM OR REPORT","Cleared","1"
"2019",10,"FALSE ALARM OR REPORT","Uncleared","1"
"2019",10,"FALSE REPORT TO PEACE OFFICER","Cleared","1"
"2019",10,"FAMILY DISTURBANCE","Cleared","334"
"2019",10,"FAMILY DISTURBANCE","Uncleared","122"
"2019",10,"FAMILY DISTURBANCE/PARENTAL","Cleared","34"
"2019",10,"FAMILY DISTURBANCE/PARENTAL","Uncleared","7"
"2019",10,"FEDERAL VIOL/OTHER","Cleared","1"
"2019",10,"FELONY ENHANCEMENT/ASSLT W/INJ","Cleared","4"
"2019",10,"FORCED SODOMY","Cleared","2"
"2019",10,"FORGERY - OTHER","Cleared","6"
"2019",10,"FORGERY AND PASSING","Cleared","73"
"2019",10,"FORGERY BY ALTERATION","Cleared","1"
"2019",10,"FORGERY BY MAKING","Cleared","1"
"2019",10,"FRAUD-CARD SKIMMER","Cleared","4"
"2019",10,"FRAUD - OTHER","Cleared","127"
"2019",10,"FRAUD - OTHER","Uncleared","12"
"2019",10,"GRAFFITI","Cleared","22"
"2019",10,"HARASSMENT","Cleared","216"
"2019",10,"HARASSMENT","Uncleared","7"
"2019",10,"HARASSMENT OF A PUBLIC SERVANT","Cleared","2"
"2019",10,"IDENTITY THEFT","Cleared","116"
"2019",10,"IDENTITY THEFT","Uncleared","3"
"2019",10,"INDECENCY WITH A CHILD/CONTACT","Cleared","1"
"2019",10,"INDECENT ASSAULT","Cleared","3"
"2019",10,"INDECENT EXPOSURE","Cleared","11"
"2019",10,"INJ TO ELDERLY   FAM/DATE VIOL","Cleared","5"
"2019",10,"INJURY TO CHILD","Cleared","1"
"2019",10,"INJURY TO ELDERLY PERSON","Cleared","1"
"2019",10,"INTER EMERG PHONECALL FAM/DATE","Cleared","1"
"2019",10,"INTERFERING W/EMERG PHONE CALL","Uncleared","1"
"2019",10,"INVASIVE VISUAL RECORDING","Cleared","7"
"2019",10,"JUSTIFIED HOMICIDE","Cleared","1"
"2019",10,"LIQUOR LAW VIOLATION/OTHER","Uncleared","1"
"2019",10,"MAIL THEFT","Cleared","26"
"2019",10,"MANF CONTROLLED SUB - OTHER","Cleared","1"
"2019",10,"MISAPPLY FIDUCIARY PROP","Cleared","1"
"2019",10,"OBSCENE DISPLAY - DISTRIBUTION","Cleared","1"
"2019",10,"OBTAIN CONTROLLED SUB BY FRAUD","Cleared","2"
"2019",10,"OBTAIN CONTROLLED SUB BY FRAUD","Uncleared","5"
"2019",10,"OBTAIN DANG DRUG BY FRAUD","Uncleared","1"
"2019",10,"ONLINE IMPERSONATION","Cleared","4"
"2019",10,"ONLINE SOLICITATION OF A MINOR","Cleared","1"
"2019",10,"POSS CONTROLLED SUB/NARCOTIC","Cleared","44"
"2019",10,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","4"
"2019",10,"POSS CONTROLLED SUB/OTHER","Cleared","3"
"2019",10,"POSS CONTROLLED SUB/SYN NARC","Cleared","1"
"2019",10,"POSS OF DRUG PARAPHERNALIA","Cleared","15"
"2019",10,"POSS OF DRUG PARAPHERNALIA","Uncleared","2"
"2019",10,"POSS OF FIREARM BY FELON","Cleared","4"
"2019",10,"POSS OF PROHIBITED WEAPON","Cleared","1"
"2019",10,"POSS/PROMO CHILD PORNOGRAPHY","Cleared","3"
"2019",10,"POSSESSION OF MARIJUANA","Cleared","24"
"2019",10,"POSSESSION OF MARIJUANA","Uncleared","3"
"2019",10,"PROTECTIVE ORDER","Cleared","9"
"2019",10,"PROWLER","Cleared","1"
"2019",10,"PROWLER","Uncleared","1"
"2019",10,"PUBLIC INTOXICATION","Cleared","24"
"2019",10,"PUBLIC INTOXICATION","Uncleared","6"
"2019",10,"PUBLIC LEWDNESS","Cleared","1"
"2019",10,"RAPE","Cleared","14"
"2019",10,"RAPE OF A CHILD","Cleared","2"
"2019",10,"RECKLESS CONDUCT","Uncleared","1"
"2019",10,"RECKLESS DAMAGE","Cleared","6"
"2019",10,"RECKLESS DAMAGE","Uncleared","2"
"2019",10,"RESISTING ARREST OR SEARCH","Cleared","2"
"2019",10,"RETALIATION","Cleared","1"
"2019",10,"ROBBERY BY ASSAULT","Cleared","4"
"2019",10,"ROBBERY BY THREAT","Cleared","3"
